id,text
sms-05031,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
sms-05032,Is there coming friday is leave for pongal?do you get any news from your work place.
sms-05033,Hey... Very inconvenient for your sis a not huh?
sms-05034,Ok i vl..do u know i got adsense approved..
sms-05035,"* Was really good to see you the other day dudette, been missing you!"
sms-05036,I want to go to perumbavoor
sms-05037,How many times i told in the stage all use to laugh. You not listen aha.
sms-05038,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
sms-05039,(You didn't hear it from me)
sms-05040,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
sms-05041,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
sms-05042,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
sms-05043,She ran off with a younger man. we will make pretty babies together :)
sms-05044,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
sms-05045,O ic lol. Should play 9 doors sometime yo
sms-05046,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
sms-05047,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
sms-05048,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
sms-05049,Hmmm.still we dont have opener?
sms-05050,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
sms-05051,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
sms-05052,I will vote for wherever my heart guides me
sms-05053,With my sis lor... We juz watched italian job.
sms-05054,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
sms-05055,Lmao you know me so well...
sms-05056,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
sms-05057,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
sms-05058,Goodnight da thangam I really miss u dear.
sms-05059,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
sms-05060,"Geeeee ... Your internet is really bad today, eh ?"
sms-05061,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
sms-05062,I think i am disturbing her da
sms-05063,"Sorry, I'll call you  later. I am in meeting sir."
sms-05064,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
sms-05065,Ok i also wan 2 watch e 9 pm show...
sms-05066,I dunno lei... Like dun haf...
sms-05067,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
sms-05068,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
sms-05069,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
sms-05070,Talk to g and x about that
sms-05071,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
sms-05072,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
sms-05073,As in different styles?
sms-05074,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
sms-05075,Gud ni8 dear..slp well..take care..swt dreams..Muah..
sms-05076,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
sms-05077,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
sms-05078,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
sms-05079,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
sms-05080,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
sms-05081,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
sms-05082,"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD.."
sms-05083,"Yeah, give me a call if you've got a minute"
sms-05084,"""HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
sms-05085,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
sms-05086,Aiya we discuss later lar... Pick ü up at 4 is it?
sms-05087,Hey happy birthday...
sms-05088,Sorry i missed your call. Can you please call back.
sms-05089,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
sms-05090,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
sms-05091,I wont do anything de.
sms-05092,What type of stuff do you sing?
sms-05093,"St andre, virgil's cream"
sms-05094,No no. I will check all rooms befor activities
sms-05095,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
sms-05096,Gokila is talking with you aha:)
sms-05097,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
sms-05098,K.k.this month kotees birthday know?
sms-05099,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
sms-05100,Sorry about that this is my mates phone and i didnt write it love Kate
sms-05101,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
sms-05102,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
sms-05103,"Aight, call me once you're close"
sms-05104,Nope thats fine. I might have a nap tho! 
sms-05105,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
sms-05106,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
sms-05107,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
sms-05108,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
sms-05109,Ding me on ya break fassyole! Blacko from londn
sms-05110,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
sms-05111,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
sms-05112,Oh you got many responsibilities.
sms-05113,You have 1 new message. Please call 08715205273
sms-05114,I've reached sch already...
sms-05115,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
sms-05116,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
sms-05117,Argh why the fuck is nobody in town ;_;
sms-05118,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
sms-05119,Thanks. Fills me with complete calm and reassurance! 
sms-05120,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
sms-05121,Are you driving or training?
sms-05122,Lol for real. She told my dad I have cancer
sms-05123,PRIVATE! Your 2003 Account Statement for 078
sms-05124,"Oops I did have it,  &lt;#&gt; ?"
sms-05125,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?"""
sms-05126,"Hi Chikku, send some nice msgs"
sms-05127,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
sms-05128,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
sms-05129,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
sms-05130,Cuz ibored. And don wanna study
sms-05131,Wot about on wed nite I am 3 then but only til 9!
sms-05132,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
sms-05133,Any way where are you and what doing.
sms-05134,That sucks. I'll go over so u can do my hair. You'll do it free right?
sms-05135,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
sms-05136,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
sms-05137,Sday only joined.so training we started today:)
sms-05138,Sorry * was at the grocers.
sms-05139,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
sms-05140,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
sms-05141,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
sms-05142,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
sms-05143,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
sms-05144,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
sms-05145,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
sms-05146,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
sms-05147,I'm in office now da:)where are you?
sms-05148,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
sms-05149,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
sms-05150,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
sms-05151,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
sms-05152,Pls call me da. What happen.
sms-05153,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
sms-05154,No problem with the renewal. I.ll do it right away but i dont know his details.
sms-05155,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
sms-05156,Haven't left yet so probably gonna be here til dinner
sms-05157,"Like  &lt;#&gt; , same question"
sms-05158,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
sms-05159,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
sms-05160,K k:) sms chat with me.
sms-05161,I will come with karnan car. Please wait till 6pm will directly goto doctor.
sms-05162,No but the bluray player can
sms-05163,Ok... Then r we meeting later?
sms-05164,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
sms-05165,Just send a text. We'll skype later.
sms-05166,Ok leave no need to ask
sms-05167,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
sms-05168,Ü still got lessons?  Ü in sch?
sms-05169,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
sms-05170,Oh did you charge camera
sms-05171,"I‘ve got some salt, you can rub it in my open wounds if you like!"
sms-05172,Now i'm going for lunch.
sms-05173,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
sms-05174,Oh k. . I will come tomorrow
sms-05175,"Aight, text me tonight and we'll see what's up"
sms-05176,U 2.
sms-05177,Water logging in desert. Geoenvironmental implications.
sms-05178,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
sms-05179,Company is very good.environment is terrific and food is really nice:)
sms-05180,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
sms-05181,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
sms-05182,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
sms-05183,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
sms-05184,K sure am in my relatives home. Sms me de. Pls:-)
sms-05185,I sent them. Do you like?
sms-05186,"Fuuuuck I need to stop sleepin, sup"
sms-05187,I'm in town now so i'll jus take mrt down later.
sms-05188,I just cooked a rather nice salmon a la you
sms-05189,I uploaded mine to Facebook
sms-05190,WHAT TIME U WRKIN?
sms-05191,Okie
sms-05192,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
sms-05193,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
sms-05194,"Sorry, I'll call later"
sms-05195,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
sms-05196,"It's wylie, you in tampa or sarasota?"
sms-05197,Ok... Take ur time n enjoy ur dinner...
sms-05198,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
sms-05199,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
sms-05200,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
sms-05201,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
sms-05202,Ugh my leg hurts. Musta overdid it on mon.
sms-05203,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
sms-05204,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
sms-05205,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
sms-05206,Me fine..absolutly fine
sms-05207,How come she can get it? Should b quite diff to guess rite...
sms-05208,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
sms-05209,I will reach ur home in  &lt;#&gt;  minutes
sms-05210,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
sms-05211,Hi.what you think about match?
sms-05212,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
sms-05213,Dai i downloaded but there is only exe file which i can only run that exe after installing.
sms-05214,It is only yesterday true true.
sms-05215,K.k.how is your business now?
sms-05216,3 pa but not selected.
sms-05217,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
sms-05218,I keep ten rs in my shelf:) buy two egg.
sms-05219,I am late. I will be there at
sms-05220,Well thats nice. Too bad i cant eat it
sms-05221,I accidentally brought em home in the box
sms-05222,Pls she needs to dat slowly or she will vomit more.
sms-05223,I have to take exam with in march 3
sms-05224,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
sms-05225,5 nights...We nt staying at port step liao...Too ex
sms-05226,If I die I want u to have all my stuffs.
sms-05227,"""OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX"""
sms-05228,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
sms-05229,Prabha..i'm soryda..realy..frm heart i'm sory
sms-05230,I re-met alex nichols from middle school and it turns out he's dealing!
sms-05231,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
sms-05232,It means u could not keep ur words.
sms-05233,"Nope, I'm still in the market"
sms-05234,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
sms-05235,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
sms-05236,Hey what how about your project. Started aha da.
sms-05237,Ok cool. See ya then.
sms-05238,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
sms-05239,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
sms-05240,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
sms-05241,Yeah I can still give you a ride
sms-05242,"Jay wants to work out first, how's 4 sound?"
sms-05243,"Gud gud..k, chikku tke care.. sleep well gud nyt"
sms-05244,Its a part of checking IQ
sms-05245,Hmm thinking lor...
sms-05246,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
sms-05247,thanks for the temales it was wonderful. Thank. Have a great week.
sms-05248,Thank you princess! I want to see your nice juicy booty...
sms-05249,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
sms-05250,Gud ni8 dear..slp well..take care..swt dreams..Muah..
sms-05251,U come n search tat vid..not finishd..
sms-05252,"K I'm leaving soon, be there a little after 9"
sms-05253,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
sms-05254,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
sms-05255,You do your studies alone without anyones help. If you cant no need to study.
sms-05256,Please tell me not all of my car keys are in your purse
sms-05257,I didnt get anything da
sms-05258,Ok... Sweet dreams...
sms-05259,Well she's in for a big surprise!
sms-05260,"As usual..iam fine, happy &amp; doing well..:)"
sms-05261,1 in cbe. 2 in chennai.
sms-05262,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
sms-05263,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
sms-05264,I absolutely LOVE South Park! I only recently started watching the office.
sms-05265,Did you see that film:)
sms-05266,Pls speak with me. I wont ask anything other then you friendship.
sms-05267,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
sms-05268,Gud ni8.swt drms.take care
sms-05269,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
sms-05270,Anything lar then ü not going home 4 dinner?
sms-05271,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"""
sms-05272,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
sms-05273,Did u fix the teeth?if not do it asap.ok take care.
sms-05274,So u wan 2 come for our dinner tonight a not?
sms-05275,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
sms-05276,Its too late:)but its k.wish you the same.
sms-05277,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
sms-05278,Oh yeah clearly it's my fault
sms-05279,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
sms-05280,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
sms-05281,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
sms-05282,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
sms-05283,"Vikky, come around  &lt;TIME&gt; .."
sms-05284,"And how you will do that, princess? :)"
sms-05285,I have gone into get info bt dont know what to do
sms-05286,"Yeah, probably here for a while"
sms-05287,Sent me ur email id soon
sms-05288,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
sms-05289,I'm still pretty weak today .. Bad day ?
sms-05290,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
sms-05291,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
sms-05292,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
sms-05293,Dear where you. Call me
sms-05294,Xy trying smth now. U eat already? We havent...
sms-05295,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
sms-05296,I donno its in your genes or something
sms-05297,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
sms-05298,Alex says he's not ok with you not being ok with it
sms-05299,Are u coming to the funeral home
sms-05300,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
sms-05301,I.ll hand her my phone to chat wit u
sms-05302,Well good morning mr . Hows london treatin' ya treacle?
sms-05303,I can't make it tonight
sms-05304,At WHAT TIME should i come tomorrow
sms-05305,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
sms-05306,"I can. But it will tell quite long, cos i haven't finish my film yet..."
sms-05307,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
sms-05308,"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?"""
sms-05309,Ill be at yours in about 3 mins but look out for me
sms-05310,What you did in  leave.
sms-05311,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
sms-05312,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
sms-05313,"yeah, that's what I was thinking"
sms-05314,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
sms-05315,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
sms-05316,My sister going to earn more than me da.
sms-05317,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
sms-05318,Hahaha..use your brain dear
sms-05319,Jus finish watching tv... U?
sms-05320,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
sms-05321,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
sms-05322,Kothi print out marandratha.
sms-05323,But we havent got da topic yet rite?
sms-05324,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
sms-05325,"Thanks, I'll keep that in mind"
sms-05326,Aah bless! How's your arm?
sms-05327,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
sms-05328,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
sms-05329,What makes you most happy?
sms-05330,Wishing you a wonderful week.
sms-05331,Sweet heart how are you?
sms-05332,"Sir, waiting for your letter."
sms-05333,Dude im no longer a pisces. Im an aquarius now.
sms-05334,X course it 2yrs. Just so her messages on messenger lik you r sending me
sms-05335,I think steyn surely get one wicket:)
sms-05336,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
sms-05337,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
sms-05338,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
sms-05339,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
sms-05340,My birthday is on feb  &lt;#&gt;  da. .
sms-05341,So when do you wanna gym?
sms-05342,You'd like that wouldn't you? Jerk!
sms-05343,Are u awake? Is there snow there?
sms-05344,And of course you should make a stink!
sms-05345,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
sms-05346,No go. No openings for that room 'til after thanksgiving without an upcharge.
sms-05347,When you guys planning on coming over?
sms-05348,Wat ü doing now?
sms-05349,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
sms-05350,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
sms-05351,Do I? I thought I put it back in the box
sms-05352,I'm home...
sms-05353,No one interested. May be some business plan.
sms-05354,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
sms-05355,Good morning princess! Have a great day!
sms-05356,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
sms-05357,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
sms-05358,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
sms-05359,Tell me something. Thats okay.
sms-05360,Ok
sms-05361,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
sms-05362,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
sms-05363,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
sms-05364,Yep get with the program. You're slacking.
sms-05365,I'm in inside office..still filling forms.don know when they leave me.
sms-05366,"I think your mentor is , but not 100 percent sure."
sms-05367,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
sms-05368,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
sms-05369,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
sms-05370,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
sms-05371,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
sms-05372,Hi mom we might be back later than  &lt;#&gt; 
